starname,program_code,ra,dec,vmag,teff,jmag,pmra,pmdec,gaia_id,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_intra,tau_inter,gmag
95188,LIBR,164.9505436312890,25.28986596342760,8.3,5421,7.1,-127.72,2.24,Gaia DR3 3996290700391101952,299,1,1,1,1,0,1,8.3
96700,LIBR,166.97418043057000,-30.175156666953000,6.4,5739,5.4,-505.37,-132.29,Gaia DR3 5452492082132835840,47,1,1,1,1,0,1,6.4
97343,LIBR,168.0063110737480,-26.136959071198000,6.9,5468,5.7,272.17,-65.15,Gaia DR3 3532823773073745536,75,1,1,1,1,0,1,6.9
97334,LIBR,168.1334271698220,35.813407364922900,6.3,5856,5.3,-249.19,-151.41,Gaia DR3 761919883981626752,43,1,1,1,1,0,1,6.3
97658,LIBR,168.63764182700700,25.71060296527340,7.5,5053,6.2,-107.48,48.77,Gaia DR3 3997075206232885888,135,1,1,1,1,0,1,7.5
98281,LIBR,169.5952622804980,-5.067973226795480,7.1,5358,5.9,795.01,-150.92,Gaia DR3 3786697056556771584,87,1,1,1,1,0,1,7.1
98553,LIBR,170.048643352557,-19.57821567839800,7.4,5898,6.4,69.78,-69.3,Gaia DR3 3545597177611374848,113,1,1,1,1,0,1,7.4
99109,LIBR,171.07153278533100,-1.529783144538630,8.9,5212,7.6,-178.69,-159.53,Gaia DR3 3796826582305099520,522,1,1,1,1,0,1,8.9
99491,LIBR,171.68560957308600,3.0139034277745500,6.3,5365,5.2,-725.96,180.98,Gaia DR3 3812355328621651328,45,1,1,1,1,0,1,6.3
100180,LIBR,172.93575391396500,14.363658867705000,6.1,5917,5.2,-329.87,-189.93,Gaia DR3 3966121308211393920,32,1,1,1,1,0,1,6.1
100623,LIBR,173.61931513361600,-32.82768460705800,5.7,5225,4.8,-670.23,822.4,Gaia DR3 3478127463341507072,28,1,1,1,1,0,1,5.7
101501,LIBR,175.26250050618400,34.19993957543700,5.1,5394,4.0,-12.52,-381.2,Gaia DR3 4025850731201819392,15,1,1,1,1,0,1,5.1
101959,LIBR,175.98445593205000,-29.74754447668330,6.8,5967,6.0,-274.95,36.43,Gaia DR3 3480588449539357184,72,1,1,1,1,0,1,6.8
104304,LIBR,180.1856293061820,-10.448272003975800,5.4,5510,4.6,83.79,-482.01,Gaia DR3 3575733210781078016,18,1,1,1,1,0,1,5.4
104800,LIBR,181.02344470847100,3.338195232711180,9.1,5966,8.1,60.26,-575.45,Gaia DR3 3892975987936521216,546,1,1,1,1,0,1,9.1
105631,LIBR,182.4034051190800,40.25183021701540,7.3,5304,6.0,-314.11,-50.84,Gaia DR3 1536064958579187840,91,1,1,1,1,0,1,7.3
107146,LIBR,184.77628126563000,16.547634275964700,6.9,5714,5.9,-174.68,-149.02,Gaia DR3 3946438125929224320,67,1,1,1,1,0,1,6.9
107148,LIBR,184.8059696696250,-3.319999243835000,7.9,5673,6.9,-54.56,-47.38,Gaia DR3 3693358861640279296,203,1,1,1,1,0,1,7.9
108874,LIBR,187.61262215290100,22.879427476038700,8.6,5495,7.5,127.47,-89.91,Gaia DR3 3958951942642583936,345,1,1,1,1,0,1,8.6
110537,LIBR,190.74621063495100,-4.050130810953340,7.7,5635,6.6,-219.32,-179.61,Gaia DR3 3681795018676501120,158,1,1,1,1,0,1,7.7
111031,LIBR,191.62723893050000,-11.81223376312400,6.7,5619,5.7,-279.63,46.79,Gaia DR3 3529518709839090176,65,1,1,1,1,0,1,6.7
111395,LIBR,192.19439370815600,24.83975844574170,6.1,5539,5.1,-334.91,-105.52,Gaia DR3 3957887649746830976,31,1,1,1,1,0,1,6.1
114174,LIBR,197.21297743841900,5.204216879125760,6.6,5647,5.6,85.53,-680.32,Gaia DR3 3729017810434416128,52,1,1,1,1,0,1,6.6
114613,LIBR,198.01111684680100,-37.80281712584800,4.7,5641,3.7,-382.41,46.15,Gaia DR3 6141742283401003264,12,1,1,1,1,0,1,4.7
114783,LIBR,198.18182440415600,-2.2649905886771200,7.3,4989,6.0,-138.36,10.28,Gaia DR3 3684934540986187776,113,1,1,1,1,0,1,7.3
115617,LIBR,199.596298132351,-18.31592210064550,4.5,5562,3.3,-1070.2,-1063.85,Gaia DR3 3507879565090229888,12,1,1,1,1,0,1,4.5
116442,LIBR,200.91319573299,2.724212587821730,6.9,5149,5.6,12.47,199.29,Gaia DR3 3712538708114516736,66,1,1,1,1,0,1,6.9
116443,LIBR,200.9202134382210,2.7261690943697100,7.1,5132,5.8,5.67,201.31,Gaia DR3 3712538811193759744,78,1,1,1,1,0,1,7.1
117176,LIBR,202.10645605299500,13.7762285583208,4.8,5495,3.8,-235.95,-575.97,Gaia DR3 3740176925743994752,12,1,1,1,1,0,1,4.8
117207,LIBR,202.33684537818300,-35.57131400127990,7.1,5539,6.0,-205.9,-71.4,Gaia DR3 6166183842771027328,88,1,1,1,1,0,1,7.1
121320,LIBR,208.61850849454000,20.6414416422336,7.7,5533,6.6,210.5,-76.13,Gaia DR3 1249969937088029056,135,1,1,1,1,0,1,7.7
124106,LIBR,212.9412301499600,-12.612565822058900,7.7,5167,6.4,-254.02,-179.73,Gaia DR3 6303961686341504512,182,1,1,1,1,0,1,7.7
124292,LIBR,213.18776960292300,-3.321515998737360,6.9,5388,5.7,-162.5,-322.14,Gaia DR3 3646061719703116032,75,1,1,1,1,0,1,6.9
125455,LIBR,214.89243910190200,-5.151728184565360,7.4,5103,6.1,-632.95,-120.71,Gaia DR3 3642413746280598784,116,1,1,1,1,0,1,7.4
126053,LIBR,215.81468026516500,1.2394413528832300,6.1,5583,5.1,223.53,-478.27,Gaia DR3 3654496279558010624,37,1,1,1,1,0,1,6.1
126614,LIBR,216.70049623081800,-5.178429568197560,8.6,5366,7.5,-149.76,-145.84,Gaia DR3 3641697998570813952,410,1,1,1,1,0,1,8.6
127334,LIBR,217.4043319094920,41.79493324268520,6.2,5588,5.1,161.37,-220.36,Gaia DR3 1491593733326694912,34,1,1,1,1,0,1,6.2
128311,LIBR,219.00325809669000,9.745402017160050,7.2,4759,5.8,204.81,-250.46,Gaia DR3 1176209886733406592,100,1,1,1,1,0,1,7.2
129333,LIBR,219.74948584800900,64.29149618188800,7.5,5423,6.3,-135.75,-37.09,Gaia DR3 1668690628102524672,121,1,1,1,1,0,1,7.5
129191,LIBR,220.31754055170800,-4.945549632679520,8.0,5693,7.0,26.52,-152.83,Gaia DR3 6338012874258879744,240,1,1,1,1,0,1,8.0
129814,LIBR,221.04844461403700,18.46138384605650,7.4,5671,6.3,-59.03,-165.14,Gaia DR3 1237374997031931392,100,1,1,1,1,0,1,7.4
130307,LIBR,221.81581090075300,2.7028759229953900,7.5,4893,6.2,-287.14,-78.61,Gaia DR3 3655492127855307136,139,1,1,1,1,0,1,7.5
130322,LIBR,221.8857793878870,-0.2820977030913270,7.8,5332,6.7,-130.48,-140.25,Gaia DR3 3650718804281798912,206,1,1,1,1,0,1,7.8
130948,LIBR,222.5665811155290,23.91198355603320,5.7,5872,5.0,144.4,31.66,Gaia DR3 1265976524286377856,25,1,1,1,1,0,1,5.7
130992,LIBR,222.9139983862150,-24.30605070904720,7.5,4655,6.0,-944.62,-431.62,Gaia DR3 6229442835525861120,146,1,1,1,1,0,1,7.5
132142,LIBR,223.7887291314300,53.68247169367820,7.5,5108,6.3,-971.03,478.16,Gaia DR3 1606148310770764288,150,1,1,1,1,0,1,7.5
133295,LIBR,226.13803788521400,-28.300405462529400,7.0,5934,6.1,40.4,-52.07,Gaia DR3 6224560144909475840,83,1,1,1,1,0,1,7.0
134319,LIBR,226.45669216205900,64.04769746312100,8.2,5577,8.6,-122.14,110.57,Gaia DR3 1620024491110370688,289,1,1,1,1,0,1,8.2
135101A,LIBR,228.17836398723200,19.28734397120460,6.5,5591,5.4,-595.9,293.48,Gaia DR3 1212385193677160832,47,1,1,1,1,0,1,6.5
134987,LIBR,228.3674782487610,-25.3096826362978,6.3,5619,5.3,-400.15,-75.25,Gaia DR3 6226694571859532800,45,1,1,1,1,0,1,6.3
135599,LIBR,228.9973201362150,0.7957516031522690,6.7,5166,5.5,178.1,-137.16,Gaia DR3 4419140645978987904,66,1,1,1,1,0,1,6.7
136925,LIBR,230.7157122592360,13.366307985118800,7.8,5638,6.8,-270.92,-27.0,Gaia DR3 1170797781264303616,152,1,1,1,1,0,1,7.8
137778,LIBR,232.05125070540700,-9.35944768686155,7.3,4977,6.0,82.53,-356.7,Gaia DR3 6317854118838346752,111,1,1,1,1,0,1,7.3
139813,LIBR,232.3424700962570,80.45073925558110,7.1,5278,5.9,-217.6,105.99,Gaia DR3 1720995598827436928,78,1,1,1,1,0,1,7.1
139323,LIBR,233.9830941717710,39.83134437114280,7.4,4923,6.0,-448.96,50.79,Gaia DR3 1389522392427772288,97,1,1,1,1,0,1,7.4
141004,LIBR,236.60988904592500,7.352758689332480,4.2,5901,3.4,-223.95,-69.76,Gaia DR3 4430238051199001216,12,1,1,1,1,0,1,4.2
142229,LIBR,238.33322325543800,4.253290749206050,7.9,5744,7.0,-34.26,9.11,Gaia DR3 4426054581256895104,214,1,1,1,1,0,1,7.9
143006,LIBR,239.6537507043150,-22.95432138227040,9.9,5554,8.4,-10.76,-21.03,Gaia DR3 6237190612936085120,1332,1,1,1,1,0,1,9.9
143761,LIBR,240.26003097651200,33.30007876899920,5.2,5708,4.1,-198.28,-772.25,Gaia DR3 1323427759184545536,14,1,1,1,1,0,1,5.2
144585,LIBR,241.76284165877100,-14.071254509411900,6.2,5834,5.2,-261.59,9.68,Gaia DR3 4341501106288171008,39,1,1,1,1,0,1,6.2
145229,LIBR,242.3604944507560,11.574901242468500,7.3,5823,6.3,-99.96,99.79,Gaia DR3 4456798781792997888,104,1,1,1,1,0,1,7.3
145958B,LIBR,243.327640253044,13.526167955854800,7.3,5289,5.6,194.15,-422.44,Gaia DR3 4464207428577214464,98,1,1,1,1,0,1,7.3
146233,LIBR,243.90633606006,-8.371641161548800,5.3,5678,4.7,232.23,-495.38,Gaia DR3 4345775217221821312,17,1,1,1,1,0,1,5.3
149724,LIBR,249.2022166199060,-6.294311092933530,7.7,5647,6.6,-22.78,-1.85,Gaia DR3 4351579573463528576,156,1,1,1,1,0,1,7.7
149806,LIBR,249.2855316509470,0.2546902697359430,6.9,5251,5.7,93.39,78.72,Gaia DR3 4383374219923745024,76,1,1,1,1,0,1,6.9
151541,LIBR,250.65736356631100,68.104056493154,7.4,5250,6.1,-282.98,425.74,Gaia DR3 1648568843759668480,99,1,1,1,1,0,1,7.4
152391,LIBR,253.2418467851800,-0.0330165367067573,6.4,5468,5.2,-711.83,-1483.82,Gaia DR3 4381250547575102208,54,1,1,1,1,0,1,6.4
152555,LIBR,253.5337611263130,-4.340690877946720,7.7,5842,6.7,-38.03,-114.13,Gaia DR3 4377537462448122112,156,1,1,1,1,0,1,7.7
153458,LIBR,255.0073512882150,-7.531749378468470,7.8,5697,6.8,98.19,-20.23,Gaia DR3 4339941101147274496,194,1,1,1,1,0,1,7.8
154345,LIBR,255.65248712127000,47.08567289069350,6.6,5419,5.4,123.27,853.64,Gaia DR3 1359938520253565952,52,1,1,1,1,0,1,6.6
157214,LIBR,260.16557980211200,32.46311742250860,5.2,5630,4.2,135.81,-1040.95,Gaia DR3 1333760419707327744,16,1,1,1,1,0,1,5.2
157347,LIBR,260.71391542328800,-2.3886581335581100,6.1,5561,5.1,48.7,-108.12,Gaia DR3 4367026303085396352,37,1,1,1,1,0,1,6.1
157338,LIBR,261.036463867263,-34.7992390685047,6.8,5871,5.9,9.19,-176.2,Gaia DR3 5975810379449715968,68,1,1,1,1,0,1,6.8
158633,LIBR,261.24428143354000,67.30672951368190,6.2,5285,5.0,-531.75,4.82,Gaia DR3 1637110042813188608,34,1,1,1,1,0,1,6.2
159222,LIBR,263.0028399906700,34.27143058529420,6.4,5755,5.3,-240.52,63.52,Gaia DR3 1335880415564253312,42,1,1,1,1,0,1,6.4
159868,LIBR,264.7466226174390,-43.14625801358270,7.1,5565,5.9,-230.82,-167.9,Gaia DR3 5955841736510622208,87,1,1,1,1,0,1,7.1
161897,LIBR,265.2761321950980,72.42167052436580,7.4,5602,6.3,-121.46,298.21,Gaia DR3 1651469733391948288,100,1,1,1,1,0,1,7.4
163153,LIBR,268.7400560512500,-7.734193796859100,6.7,5446,5.7,-54.74,-55.61,Gaia DR3 4171518910746338560,68,1,1,1,1,0,1,6.7
164595,LIBR,270.1613501693820,29.572693853533800,6.9,5666,5.9,-138.98,173.5,Gaia DR3 4584639307993378432,67,1,1,1,1,0,1,6.9
164922,LIBR,270.63052565245000,26.31032393739650,6.8,5341,5.6,389.77,-602.43,Gaia DR3 4582680493669880704,61,1,1,1,1,0,1,6.8
166620,LIBR,272.4041047822830,38.45569569551030,6.1,4914,5.0,-316.45,-468.35,Gaia DR3 4610177733290768896,41,1,1,1,1,0,1,6.1
168009,LIBR,273.8847765893450,45.20880689744350,6.1,5697,5.1,-77.29,-114.75,Gaia DR3 2115351387048328832,38,1,1,1,1,0,1,6.1
168443,LIBR,275.01597494806600,-9.59672173569743,6.7,5444,5.6,-91.79,-223.98,Gaia DR3 4157584215800708736,68,1,1,1,1,0,1,6.7
168746,LIBR,275.4573235785970,-11.92298521498550,7.8,5553,6.7,-22.96,-68.39,Gaia DR3 4153637759337630720,185,1,1,1,1,0,1,7.8
169830,LIBR,276.95618574853000,-29.81678977185130,5.8,6164,5.0,-0.34,16.1,Gaia DR3 4048037707717866880,26,1,1,1,1,0,1,5.8
170469,LIBR,277.2955354470400,11.695421840711000,8.1,5661,7.0,-48.28,-17.79,Gaia DR3 4484013343859055744,234,1,1,1,1,0,1,8.1
170657,LIBR,277.82835490136500,-18.90968252923390,6.6,4979,5.3,-138.22,-195.47,Gaia DR3 4093301474693288960,60,1,1,1,1,0,1,6.6
172051,LIBR,279.722148569977,-21.05255555408360,5.7,5636,4.8,-74.72,-153.06,Gaia DR3 4079684229322231040,24,1,1,1,1,0,1,5.7
173701,LIBR,281.1456793793540,43.833266539954600,7.3,5270,6.1,-105.54,-1.9,Gaia DR3 2117279002732678656,111,1,1,1,1,0,1,7.3
175541,LIBR,283.9203201374140,4.264921791175490,7.8,5200,6.4,-6.84,-90.41,Gaia DR3 4281180283478682496,198,1,1,1,1,0,1,7.8
176377,LIBR,284.7127988936240,30.181507297743100,6.7,5791,5.6,55.72,194.22,Gaia DR3 2041085973668754176,56,1,1,1,1,0,1,6.7
178911B,LIBR,287.2632188401170,34.60072428579560,7.9,5483,6.7,57.18,195.81,Gaia DR3 2044341077844180736,173,1,1,1,1,0,1,7.9
179957,LIBR,288.0182155798420,49.85668878637740,6.5,5616,7.0,-185.72,630.11,Gaia DR3 2132788541955849216,52,1,1,1,1,0,1,6.5
179958,LIBR,288.019487966497,49.85850904811310,6.4,5675,7.0,-210.54,621.07,Gaia DR3 2132788541955849984,46,1,1,1,1,0,1,6.4
179949,LIBR,288.8890362583550,-24.17980812340520,6.1,6067,5.3,118.57,-102.36,Gaia DR3 6770313530317154560,36,1,1,1,1,0,1,6.1
180684,LIBR,289.2024826157270,18.976027734831100,6.9,5942,6.0,10.75,-65.17,Gaia DR3 4515383166527921152,75,1,1,1,1,0,1,6.9
181234,LIBR,289.99985220831400,-9.325014269821960,8.4,5229,7.2,-122.95,-318.66,Gaia DR3 4201307051566729984,340,1,1,1,1,0,1,8.4
182488,LIBR,290.8921569949530,33.22267802956900,6.2,5305,5.4,81.97,160.16,Gaia DR3 2046207670631964928,34,1,1,1,1,0,1,6.2
182572,LIBR,291.24577656808300,11.947271123353100,5.0,5465,3.6,721.29,642.97,Gaia DR3 4315804351350378496,12,1,1,1,1,0,1,5.0
183263,LIBR,292.1022955855220,8.357913745051100,7.7,5791,6.8,-18.95,-32.19,Gaia DR3 4296208099222829568,164,1,1,1,1,0,1,7.7
186408,LIBR,295.4529380382420,50.524354203106500,5.8,5665,5.1,-148.03,-159.03,Gaia DR3 2135550755683405952,27,1,1,1,1,0,1,5.8
186427,LIBR,295.46561283744200,50.51680164969820,6.1,5639,5.0,-134.48,-162.7,Gaia DR3 2135550755683407232,34,1,1,1,1,0,1,6.1
187123,LIBR,296.74290260500200,34.41897277382250,7.7,5703,6.6,142.59,-123.71,Gaia DR3 2047452661412980736,135,1,1,1,1,0,1,7.7
187923,LIBR,298.01276545783400,11.626838524252300,6.0,5634,5.3,-344.04,-334.6,Gaia DR3 4303735493232528640,29,1,1,1,1,0,1,6.0
188015,LIBR,298.01919397941900,28.09996400503670,8.1,5601,7.0,52.81,-92.17,Gaia DR3 2028419118720795392,244,1,1,1,1,0,1,8.1
187897,LIBR,298.03970919926400,7.460345670571130,7.0,5788,6.1,133.49,67.62,Gaia DR3 4298143102210310272,81,1,1,1,1,0,1,7.0
190067,LIBR,300.64158108097500,15.589488822854000,7.0,5359,5.8,-158.8,-581.78,Gaia DR3 1807953155988203264,79,1,1,1,1,0,1,7.0
190228,LIBR,300.75374581219800,28.30654658731480,7.1,5194,5.8,104.27,-69.96,Gaia DR3 2029001447540053504,91,1,1,1,1,0,1,7.1
190360,LIBR,300.9093570564760,29.894467940509700,5.6,5435,4.6,683.2,-525.5,Gaia DR3 2029433521248546304,19,1,1,1,1,0,1,5.6
190404,LIBR,300.9623356058580,23.336629388172500,7.0,4945,5.7,-1003.99,-912.72,Gaia DR3 1833199729671740800,88,1,1,1,1,0,1,7.0
190406,LIBR,301.02411840852200,17.068323509168400,5.6,5852,4.7,-387.47,-419.5,Gaia DR3 1821708351374312064,23,1,1,1,1,0,1,5.6
191785,LIBR,302.7733874124180,16.189769110792400,7.1,5079,5.8,-415.06,398.49,Gaia DR3 1809360187275432832,92,1,1,1,1,0,1,7.1
192263,LIBR,303.4990777515730,-0.8657212651967650,7.5,4810,5.8,-62.73,260.82,Gaia DR3 4224259562941398400,140,1,1,1,1,0,1,7.5
192310,LIBR,303.82866493156200,-27.03378080946470,5.5,4978,4.1,1242.76,-181.17,Gaia DR3 6847167606385195648,21,1,1,1,1,0,1,5.5
195019,LIBR,307.07929398019200,18.769242935140200,6.7,5643,5.6,349.62,-56.62,Gaia DR3 1815418118373631360,56,1,1,1,1,0,1,6.7
195564,LIBR,308.1001250882180,-9.852896020510070,5.5,5499,4.3,309.74,109.91,Gaia DR3 6904703228801028864,20,1,1,1,1,0,1,5.5
196885,LIBR,309.96647104497700,11.250035914960800,6.3,6084,5.4,71.91,89.32,Gaia DR3 1754430373040023168,42,1,1,1,1,0,1,6.3
196761,LIBR,310.0514064479980,-23.77181575077580,6.2,5473,5.3,499.7,461.37,Gaia DR3 6854626246593473792,41,1,1,1,1,0,1,6.2
199019,LIBR,312.3742177664020,71.77523199814920,8.0,5339,6.9,138.39,100.15,Gaia DR3 2274943403875614976,199,1,1,1,1,0,1,8.0
199476,LIBR,312.9440680417860,74.78288685968170,7.6,5420,6.5,401.98,575.75,Gaia DR3 2277839861099828480,153,1,1,1,1,0,1,7.6
198802,LIBR,313.27352050812400,-11.573457794994900,6.2,5632,5.2,43.01,44.16,Gaia DR3 6889877723248418816,42,1,1,1,1,0,1,6.2
199960,LIBR,315.1412210744960,-4.730873757763140,6.1,5801,5.2,48.79,-138.18,Gaia DR3 6912276699251278848,34,1,1,1,1,0,1,6.1
201219,LIBR,316.98634145174400,7.43289239147905,7.9,5514,6.8,187.93,-11.36,Gaia DR3 1736965554247359232,173,1,1,1,1,0,1,7.9
201989,LIBR,318.5086969994960,-29.66368710216430,7.2,5583,6.1,232.76,-37.05,Gaia DR3 6787883382523590400,96,1,1,1,1,0,1,7.2
202575,LIBR,319.135935517658,9.393299358327560,7.6,4604,6.1,145.63,-118.6,Gaia DR3 1743592452563243136,160,1,1,1,1,0,1,7.6
202917,LIBR,320.2083890093770,-53.0346347389645,8.5,5553,7.4,31.43,-95.59,Gaia DR3 6463782435948431616,369,1,1,1,1,0,1,8.5
204277,LIBR,321.777198284323,16.123723640558100,6.6,6114,5.7,-78.26,-96.5,Gaia DR3 1784061008815679232,57,1,1,1,1,0,1,6.6
206332,LIBR,325.18006060370000,28.75581578633240,7.3,5858,6.3,132.97,32.56,Gaia DR3 1801257095797922048,101,1,1,1,1,0,1,7.3
206374,LIBR,325.2775336990130,26.750261824848400,7.3,5493,6.1,343.99,-90.95,Gaia DR3 1800378139330660992,92,1,1,1,1,0,1,7.3
208313,LIBR,328.68876724079000,32.3275247634024,7.5,4914,6.1,209.79,-234.46,Gaia DR3 1898230241798771584,107,1,1,1,1,0,1,7.5
209393,LIBR,330.5226996948050,44.34329992567420,7.8,5561,6.7,39.06,29.76,Gaia DR3 1962726975409359872,183,1,1,1,1,0,1,7.8
209253,LIBR,330.6372541896280,-32.13364116459020,6.5,6157,5.7,-18.9,23.63,Gaia DR3 6612887104710588928,53,1,1,1,1,0,1,6.5
209458,LIBR,330.79502626424100,18.88423938290380,7.5,5996,6.6,29.77,-17.98,Gaia DR3 1779546757669063552,125,1,1,1,1,0,1,7.5
211681,LIBR,331.7095520461900,85.40971860712490,7.9,5601,6.9,91.95,75.81,Gaia DR3 2301133839569478144,216,1,1,1,1,0,1,7.9
210277,LIBR,332.3748236763800,-7.550658877487580,6.4,5444,5.3,85.41,-450.62,Gaia DR3 2619706544757416192,335,1,1,1,1,0,1,6.4
210302,LIBR,332.53884519084100,-32.54834854643200,4.8,6281,3.9,428.83,13.48,Gaia DR3 6612242034982766848,12,1,1,1,1,0,1,4.8
211080,LIBR,333.6950384625650,-5.887043495378630,7.7,5570,6.6,19.17,-110.73,Gaia DR3 2625977815485464576,152,1,1,1,1,0,1,7.7
212291,LIBR,335.7896036020640,9.461240470012980,7.7,5529,6.6,305.7,35.54,Gaia DR3 2723309333554727936,135,1,1,1,1,0,1,7.7
213519,LIBR,337.77275003651900,45.14525188935780,7.5,5699,6.5,-174.67,34.33,Gaia DR3 1982946891164168576,110,1,1,1,1,0,1,7.5
216275,LIBR,342.6941460854770,52.062193028764400,7.1,5867,6.1,143.87,170.22,Gaia DR3 1990119967591008384,79,1,1,1,1,0,1,7.1
216259,LIBR,342.86168702830100,13.970883502206400,8.0,4944,6.6,406.24,202.5,Gaia DR3 2720132500864789760,252,1,1,1,1,0,1,8.0
217014,LIBR,344.3675708158260,20.769104345387100,5.3,5662,4.7,207.33,61.16,Gaia DR3 2835207319109249920,17,1,1,1,1,0,1,5.3
217107,LIBR,344.564723417443,-2.395451074712170,6.0,5575,4.9,-6.82,-15.04,Gaia DR3 2648914040357320576,33,1,1,1,1,0,1,6.0
217165,LIBR,344.62498163791800,9.825552010500690,7.5,5799,6.6,109.74,-1.64,Gaia DR3 2714977131360438272,129,1,1,1,1,0,1,7.5
218868,LIBR,347.7081098956800,45.51099625165,6.8,5434,5.6,-86.65,-287.12,Gaia DR3 1935133906477014016,72,1,1,1,1,0,1,6.8
219538,LIBR,349.07751158187900,30.67060348486690,7.8,5062,6.5,358.93,89.45,Gaia DR3 1909581805999126784,149,1,1,1,1,0,1,7.8
219834B,LIBR,349.7787385105180,-13.455716149118200,7.4,5094,6.0,306.66,-104.8,Gaia DR3 2411855072801159040,99,1,1,1,1,0,1,7.4
220339,LIBR,350.7724431425790,-10.763086828148500,7.5,4884,6.2,452.19,260.31,Gaia DR3 2436812303124645504,146,1,1,1,1,0,1,7.5
221356,LIBR,352.8820552593550,-4.08825556776875,6.4,5968,5.5,178.13,-191.85,Gaia DR3 2633449134434620288,47,1,1,1,1,0,1,6.4
222582,LIBR,355.464058544604,-5.986253467421610,7.5,5656,6.5,-145.49,-111.46,Gaia DR3 2440578577126302336,133,1,1,1,1,0,1,7.5
222697,LIBR,355.7358012118880,0.2398423643947260,8.5,5347,7.3,37.15,23.95,Gaia DR3 2642917402722969856,354,1,1,1,1,0,1,8.5
223315,LIBR,357.1548282076290,-15.211069639717000,8.6,5678,7.5,209.73,-98.39,Gaia DR3 2418888545604922240,416,1,1,1,1,0,1,8.6
223498,LIBR,357.5259934746740,2.8779995049057200,8.2,5453,7.0,460.16,185.92,Gaia DR3 2742734268045411328,237,1,1,1,1,0,1,8.2
224983,LIBR,0.5897397133617090,11.006047616745100,8.3,5089,6.9,-4.92,-42.74,Gaia DR3 2765462891378117504,302,1,1,1,1,0,1,8.3
225021,LIBR,0.6673245670185260,51.47237631270050,7.4,4827,6.0,41.64,-5.3,Gaia DR3 395581679270412160,130,1,1,1,1,0,1,7.4
118,LIBR,1.5006315362365000,-39.13771519799520,8.1,6382,6.3,9.63,-28.84,Gaia DR3 2306524745078503040,327,1,1,1,1,0,1,8.1
249,LIBR,1.8446563719246600,26.450079058415500,7.1,5406,5.5,130.11,-117.5,Gaia DR3 2853632350851537536,79,1,1,1,1,0,1,7.1
18436A,LIBR,44.14193626327130,-39.4467868552241,8.4,5804,6.9,135.75,-118.84,Gaia DR3 5045205139519618816,343,1,1,1,1,0,1,8.4
745,LIBR,2.9478957295748900,9.139881596654390,7.2,5193,5.9,-32.87,-18.27,Gaia DR3 2752230097139708160,104,1,1,1,1,0,1,7.2
1100,LIBR,3.817620171256260,-6.13844024958252,7.5,4967,6.0,-35.96,-50.84,Gaia DR3 2443383774886310528,141,1,1,1,1,0,1,7.5
1449,LIBR,4.665145134772850,22.87987486247910,6.9,5748,5.5,0.07,32.54,Gaia DR3 2800601118337219200,82,1,1,1,1,0,1,6.9
1502,LIBR,4.821449515747090,14.054680583980500,8.1,5042,6.7,74.47,-17.07,Gaia DR3 2768172019308167296,269,1,1,1,1,0,1,8.1
WASP-1,LIBR,5.166952815807360,31.98997269093320,11.5,6128,10.6,-4.69,-3.32,Gaia DR3 2862548428079638912,3600,1,1,1,1,0,1,11.5
1666,LIBR,5.218041177086450,-19.93149057251900,8.1,6229,7.3,-8.53,-59.73,Gaia DR3 2362099457224379136,230,1,1,1,1,0,1,8.1
1770,LIBR,5.572483549511920,37.761032235421000,7.3,4869,5.8,64.01,-39.69,Gaia DR3 378756398282543104,107,1,1,1,1,0,1,7.3
EPIC202089657,LIBR,91.45357617266660,23.484519951786000,11.5,6303,10.6,2.08,-6.43,Gaia DR3 3426117131673547392,3440,1,1,1,1,0,1,11.5
EPIC202136151,LIBR,95.62959792752630,17.34081969116250,15.7,5212,13.8,0.02,-2.3,Gaia DR3 3370408279107974656,3600,1,1,1,1,0,1,15.7
EPIC202136200,LIBR,96.05153824440890,17.733192766812200,13.9,5049,11.6,0.55,-0.93,Gaia DR3 3370446418417190656,3600,1,1,1,1,0,1,13.9
EPIC202126884,LIBR,96.67919550010780,25.205002342919700,12.2,6221,11.2,3.51,5.76,Gaia DR3 3383830051906983680,3600,1,1,1,1,0,1,12.2
EPIC202138142,LIBR,96.91224791836010,23.341837928275000,14.3,4685,12.1,1.58,-3.96,Gaia DR3 3377325238038352768,3600,1,1,1,1,0,1,14.3
EPIC202095074,LIBR,97.289341945815,28.23422345825590,11.0,6470,10.1,-7.43,-5.24,Gaia DR3 3432844729786589952,3386,1,1,1,1,0,1,11.0
2331,LIBR,6.8078880384579100,5.63712369263564,9.4,5910,8.5,-7.64,-70.92,Gaia DR3 2555213861300995328,812,1,1,1,1,0,1,9.4
EPIC202126847,LIBR,102.2013168804150,17.16189428811040,12.4,5736,11.4,4.62,0.05,Gaia DR3 3358345949356235520,3600,1,1,1,1,0,1,12.4
2564,LIBR,7.379721099219900,24.880626653768600,7.7,6110,6.8,-9.03,-81.08,Gaia DR3 2807114212903803904,147,1,1,1,1,0,1,7.7
236427,LIBR,7.475204228792520,59.2545569078376,8.0,5027,6.6,-3.06,-69.72,Gaia DR3 428099632583836160,244,1,1,1,1,0,1,8.0
2816,LIBR,7.92240139390094,12.912801899377000,7.0,4996,5.6,-80.39,-157.78,Gaia DR3 2779013135239450752,72,1,1,1,1,0,1,7.0
