starname,program_code,ra,dec,vmag,teff,jmag,pmra,pmdec,gaia_id,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_intra,tau_inter,gmag
216834,LIBR,344.0851838211600,-6.5459156431478100,7.9,5316,6.5,-1.41,-17.55,Gaia DR3 2610913269233969408,222,1,1,1,1,0,1,7.9
217496,LIBR,345.2826377858350,-9.554311265101900,7.6,5009,6.3,-24.67,-89.22,Gaia DR3 2606658193594148224,160,1,1,1,1,0,1,7.6
217591,LIBR,345.4763149605940,-5.9664412991299400,7.6,5221,6.2,21.14,-33.76,Gaia DR3 2634943576895459968,165,1,1,1,1,0,1,7.6
217681,LIBR,345.63259437142100,-11.265763827524100,7.5,4953,6.1,-65.08,-15.53,Gaia DR3 2605432547366879872,139,1,1,1,1,0,1,7.5
218445,LIBR,347.06599146946200,-17.059822850453200,8.7,5803,7.6,-47.9,-100.75,Gaia DR3 2406369093894136064,429,1,1,1,1,0,1,8.7
BD+37_4783,LIBR,347.8381830245810,38.22220688713460,9.7,6517,8.8,-17.4,-7.15,Gaia DR3 1917567421512855040,959,1,1,1,1,0,1,9.7
BD+37_4784,LIBR,347.84977313580600,38.22739801047050,10.4,5597,9.3,34.56,-74.13,Gaia DR3 1917567215355420416,1445,1,1,1,1,0,1,10.4
218935,LIBR,347.9540252204200,26.84679255237440,5.9,5063,4.8,-186.93,-119.02,Gaia DR3 2845296369086334720,25,1,1,1,1,0,1,5.9
219428,LIBR,348.80703967616,52.35200867396500,8.1,5849,7.2,179.69,17.31,Gaia DR3 1992253054507464448,218,1,1,1,1,0,1,8.1
219498,LIBR,349.02133861607800,22.17620999353280,8.9,5591,7.8,83.46,-29.45,Gaia DR3 2838213864935858816,522,1,1,1,1,0,1,8.9
219623,LIBR,349.17709948419500,53.2124234941761,5.4,6050,4.9,112.46,-236.55,Gaia DR3 1995681125599758592,16,1,1,1,1,0,1,5.4
219553,LIBR,349.2071978758030,-21.20331718361370,7.0,4853,5.6,19.96,-50.22,Gaia DR3 2386410312150368256,86,1,1,1,1,0,1,7.0
219781,LIBR,349.59742995224400,12.112542298801500,8.2,5674,7.2,-58.91,-207.57,Gaia DR3 2811151516521223040,238,1,1,1,1,0,1,8.2
219828,LIBR,349.6947021500850,18.64575319138160,7.9,5718,6.9,-5.01,5.76,Gaia DR3 2824958015312906240,202,1,1,1,1,0,1,7.9
220122,LIBR,350.3071125582870,-12.829884543941800,8.1,5028,6.6,-14.59,-4.07,Gaia DR3 2412257872013972224,281,1,1,1,1,0,1,8.1
220952,LIBR,351.9925709169150,23.58685037617630,7.6,4986,6.2,79.15,27.83,Gaia DR3 2839787918910610432,158,1,1,1,1,0,1,7.6
221504,LIBR,353.2111903609400,-21.687721325000900,7.9,5566,6.7,23.37,-7.07,Gaia DR3 2388468250024656512,214,1,1,1,1,0,1,7.9
WASP-4,LIBR,353.5629167519510,-42.06179163682210,12.3,5502,11.2,9.95,-87.62,Gaia DR3 6535499658122055552,3600,1,1,1,1,0,1,12.3
221822,LIBR,353.8469125218630,2.2267306485769600,8.2,5485,7.1,111.53,315.63,Gaia DR3 2647148976301673472,237,1,1,1,1,0,1,8.2
221851,LIBR,353.8556809639220,31.16005929681970,7.7,5057,6.4,-197.64,-280.77,Gaia DR3 2871343486014101888,133,1,1,1,1,0,1,7.7
222089,LIBR,354.3675263381900,35.81470563607000,6.9,5008,5.5,70.02,-30.65,Gaia DR3 1918535197902009088,81,1,1,1,1,0,1,6.9
222986,LIBR,356.39670958616100,40.44363309202210,8.7,5828,7.7,135.69,29.26,Gaia DR3 1921178320776903168,409,1,1,1,1,0,1,8.7
223627,LIBR,357.79463906679100,44.54753021111210,7.9,4928,6.4,23.86,-38.61,Gaia DR3 1925979647539056768,234,1,1,1,1,0,1,7.9
240429,LIBR,357.9800733331700,59.713369934750300,9.6,5789,8.6,89.33,-29.32,Gaia DR3 1999551612692096128,899,1,1,1,1,0,1,9.6
240430,LIBR,358.0392977970260,59.70723645489790,9.4,5959,8.4,88.95,-29.37,Gaia DR3 1999550886837136640,799,1,1,1,1,0,1,9.4
223869,LIBR,358.28103090936500,25.99851617026730,7.3,4891,5.8,100.04,-40.3,Gaia DR3 2852670278177474560,107,1,1,1,1,0,1,7.3
HIP117946,LIBR,358.8617971407390,22.192629368417600,8.4,4790,6.8,202.05,-147.05,Gaia DR3 2847644410526748416,587,1,1,1,1,0,1,8.4
224619,LIBR,359.8708680614750,-20.03597376421630,7.3,5506,6.1,507.59,-283.69,Gaia DR3 2341817487782612480,105,1,1,1,1,0,1,7.3
WASP-8,LIBR,359.9008923202120,-35.03133382683240,9.6,5578,9.1,109.75,7.62,Gaia DR3 2312679845530628096,1067,1,1,1,1,0,1,9.6
224679,LIBR,359.9549876957500,-2.112699459963970,8.2,5902,7.1,80.52,-21.41,Gaia DR3 2449415592596321152,274,1,1,1,1,0,1,8.2
224693,LIBR,359.9750057724680,-22.42799622791240,8.1,5814,7.1,147.03,26.87,Gaia DR3 2340155679036275200,243,1,1,1,1,0,1,8.1
